Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std
2759,True,18,3,5,0.25,-6,60,0.25,-22,3,4,False,1,0.4888888888888888,0.30076156060884723
2760,False,16,1,24,1.0,24,21,0.99,-13,0,1,False,0,0.15000000000000002,0.25819888974716115
2761,True,17,5,3,1.0,3,28,0.5,-12,0,1,False,0,0.5529411764705883,0.3776864557056943
2762,True,16,2,5,1.0,5,11,0.75,-16,0,1,False,0,0.525,0.3924283374069717
2763,False,16,1,26,1.0,26,31,0.8,18,0,1,False,0,0.4583333333333333,0.3924283374069717
2763,True,16,4,26,1.0,26,31,0.8,18,0,1,False,0,0.625,0.4187282332651256
2764,False,15,1,-9,1.0,-9,60,0.01,-1,0,1,False,0,0.8933333333333332,0.1830950832868254
2764,True,16,2,-9,1.0,-9,60,0.01,-1,0,1,False,0,0.9,0.25298221281347033
2765,True,18,2,21,0.95,-5,34,0.05,7,0,1,False,-1,0.4,0.3360672201667223
2766,True,17,5,73,0.01,22,36,0.5,7,0,1,False,0,0.4941176470588236,0.3399826985217301
2767,True,16,4,16,0.5,14,8,0.8,-6,1,6,True,0,0.125,0.3087609647175843
2768,True,18,5,-5,1.0,-5,30,0.05,-13,0,1,False,0,0.4111111111111112,0.3724148365163723
2769,True,18,2,25,1.0,25,60,0.05,12,0,1,True,0,0.4444444444444444,0.2617188033484483
2770,True,16,5,8,1.0,8,25,0.4,7,2,3,True,0,0.9,0.21908902300206645
2771,True,18,2,0,1.0,0,20,0.25,-11,0,1,False,0,0.37777777777777777,0.3281957012220812
2772,False,15,1,9,0.6,7,19,0.8,-50,0,1,False,0,0.17333333333333334,0.2250925735484552
2772,True,15,3,9,0.6,7,19,0.8,-50,0,1,False,0,0.4400000000000001,0.3718678720805473
2773,True,17,3,29,1.0,29,48,0.25,21,0,1,True,0,0.4705882352941178,0.3459853788138181
2774,False,15,1,66,0.4,-39,87,0.2,-5,2,2,False,0,0.56,0.39424430424366497
2775,False,15,1,7,0.75,-33,-3,1.0,-3,1,6,False,0,0.21333333333333326,0.341983012666391
2776,False,16,1,-9,1.0,-9,8,0.25,-12,2,5,False,0,0.775,0.3415650255319866
2776,True,15,4,-9,1.0,-9,8,0.25,-12,2,5,False,0,0.8,0.23904572186687875
2777,False,15,1,-9,1.0,-9,-7,0.25,-11,0,1,False,0,0.4533333333333333,0.3739111175259754
2778,False,15,1,17,1.0,17,42,0.4,-11,0,1,False,0,0.37333333333333335,0.3918211448145819
2779,True,18,2,-8,1.0,-8,-5,0.05,-8,1,2,False,0,0.7888888888888891,0.3462214335447066
2780,False,16,1,14,1.0,14,74,0.1,5,1,6,True,0,0.7749999999999999,0.30000000000000004
2780,True,15,2,14,1.0,14,74,0.1,5,1,6,True,0,0.5333333333333333,0.4253849796976628
2781,True,18,2,29,1.0,29,32,0.2,24,1,4,False,0,0.4232668566001899,0.32412206894365514
2782,True,16,4,23,1.0,23,68,0.25,7,2,5,True,0,0.7500000000000001,0.35402448126271346
2783,True,18,5,81,0.1,21,30,0.4,17,0,1,False,-1,0.3666666666666667,0.32358288328176626
2784,False,16,1,24,0.05,-2,66,0.4,-49,0,1,False,0,0.4125,0.4224926034855522
2785,False,16,1,18,1.0,18,20,0.75,-7,3,6,False,0,0.25,0.2683281572999748
2786,False,16,1,95,0.25,7,40,0.95,-35,1,4,True,-1,0.30000000000000004,0.3011090610836324
2786,True,16,4,95,0.25,7,40,0.95,-35,1,4,True,-1,0.4,0.4
2787,True,16,3,5,0.75,-23,7,0.1,-12,0,1,False,0,0.275,0.3172801075810878
2788,True,17,5,28,1.0,28,49,0.75,-33,1,2,False,0,0.588235294117647,0.3568654384729216
2789,True,16,2,23,0.2,8,11,1.0,11,0,1,False,0,0.3875,0.389657969677682
2790,True,16,3,-4,1.0,-4,9,0.01,-10,0,1,False,0,0.2625,0.3556683848755748
2791,True,16,4,9,1.0,9,9,1.0,9,1,8,False,0,0.65,0.3759432581299116
2792,True,17,3,18,1.0,18,56,0.1,9,0,1,False,0,0.30588235294117644,0.33254809470829577
2793,True,16,2,17,1.0,17,38,0.6,-19,1,8,False,0,0.55,0.3464101615137755
2794,True,17,4,23,1.0,23,11,0.4,6,0,1,False,0,0.023529411764705882,0.06642111641550713
2795,True,17,2,19,0.95,17,105,0.05,6,1,8,False,-1,0.29411764705882354,0.3399826985217302
2796,True,16,5,27,1.0,27,25,0.95,23,1,2,False,0,0.075,0.1770122406313567
2797,False,16,1,12,1.0,12,33,0.6,-27,0,1,False,0,0.30000000000000004,0.4131182235954578
2798,True,18,2,92,0.2,-13,8,0.99,-27,0,1,False,1,0.6888888888888888,0.2676452632274753
2799,True,16,3,-9,1.0,-9,48,0.25,-31,3,2,False,0,0.5624999999999999,0.36674241641784494
2800,True,18,5,8,1.0,8,7,0.01,1,0,1,False,0,0.06666666666666668,0.13719886811400708
2801,True,17,4,-6,1.0,-6,62,0.25,-25,0,1,True,0,0.776470588235294,0.3455600739464592
2802,True,16,2,16,1.0,16,15,0.75,-26,0,1,False,0,0.15,0.2780887148615228
2803,True,16,2,18,0.8,17,36,0.4,10,0,1,False,0,0.7,0.3346640106136303
2804,True,18,2,-4,1.0,-4,8,0.75,-3,2,7,False,0,0.9444444444444444,0.09217771979249532
2805,False,16,1,7,0.8,-15,37,0.5,-34,0,1,False,0,0.3375000000000001,0.34809002666934696
2805,True,15,5,7,0.8,-15,37,0.5,-34,0,1,False,0,0.5066666666666667,0.30110906108363245
2806,False,16,1,20,0.6,18,20,0.4,13,2,5,False,-1,0.3875000000000001,0.29636688973860315
2807,False,16,1,1,0.5,-21,-1,0.6,-26,1,6,False,0,0.4,0.41952353926806063
2808,True,18,4,11,1.0,11,40,0.01,7,2,2,True,0,0.6000000000000001,0.3757345746510897
2809,True,16,4,4,0.75,-44,-3,0.05,-8,0,1,False,0,0.525,0.3255764119219941
2810,True,18,5,-1,1.0,-1,70,0.25,-33,0,1,True,0,0.4666666666666667,0.3360672201667224
2811,True,16,3,44,0.2,-6,98,0.25,-20,1,6,False,0,0.3625,0.28489764243788795
2812,False,16,1,-9,0.9,-15,-1,0.5,-28,3,3,False,0,0.6312500000000001,0.3380705054669317
2813,True,18,2,24,1.0,24,57,0.4,-4,0,1,True,0,0.33232323232323235,0.3502235166867993
2814,True,16,5,28,1.0,28,21,0.95,9,1,4,False,0,0.0625,0.202895703913776
2815,True,18,5,18,1.0,18,45,0.6,-30,3,2,False,0,0.5,0.3378130356555584
2816,False,16,1,19,1.0,19,16,0.6,9,2,4,False,0,0.2604166666666667,0.31651312066888404
2817,True,18,3,18,0.25,13,14,0.99,-36,1,4,False,1,0.22222222222222227,0.26469862008919537
2818,False,16,1,20,0.1,-2,12,0.25,0,1,6,False,0,0.7125000000000001,0.3344149119482164
2819,True,18,3,21,0.9,-30,13,0.95,3,0,1,False,0,0.4444444444444444,0.3329409455182922
2820,True,16,4,19,1.0,19,19,1.0,19,2,7,True,0,0.7750000000000001,0.29097537123726924
2821,True,16,5,87,0.4,-30,41,0.1,29,0,1,False,1,0.7875,0.22472205054244232
2822,True,16,4,55,0.4,-2,15,0.95,-19,0,1,False,-1,0.45,0.33862466931200785
2823,False,16,1,18,1.0,18,14,0.99,-27,0,1,False,0,0.2125,0.3138470965295043
2824,True,15,5,30,1.0,30,40,0.2,35,3,4,True,0,0.88,0.22424476423255524
2825,True,17,3,15,1.0,15,82,0.4,-28,0,1,False,0,0.4352941176470588,0.3408466966074856
2826,True,16,3,-10,1.0,-10,27,0.1,-29,2,2,False,0,0.55,0.4163331998932266
2827,True,16,5,-7,0.5,-13,-11,0.4,-23,0,1,False,0,0.1875,0.23629078131263045
2828,True,16,3,88,0.4,-37,17,0.2,10,0,1,True,0,0.6875,0.3180670788790733
2829,True,16,3,36,0.01,20,49,0.25,0,0,1,False,1,0.3125,0.35000000000000003
2830,True,17,5,38,0.4,18,38,0.8,-13,3,5,False,0,0.32941176470588235,0.33868256871728897
2831,True,16,3,13,1.0,13,65,0.5,-38,0,1,False,0,0.4125,0.3383784863137726
2832,False,16,1,-9,1.0,-9,20,0.25,-16,0,1,False,0,0.8,0.25298221281347033
2833,True,15,4,4,1.0,4,83,0.05,2,3,4,False,0,0.37333333333333335,0.3369329451445934
2834,False,16,1,27,0.9,-17,23,1.0,23,3,3,False,0,0.5249999999999999,0.4057914078275521
2835,True,19,5,33,0.25,-7,70,0.1,-2,0,1,False,0,0.6631578947368422,0.3336840260482454
2836,False,16,1,-8,0.75,-13,97,0.1,-28,0,1,True,0,0.6375000000000001,0.4272001872658765
2837,False,16,1,9,1.0,9,86,0.1,1,0,1,False,0,0.475,0.4057914078275521
2837,True,17,5,9,1.0,9,86,0.1,1,0,1,False,0,0.35294117647058826,0.3356293473811988
2838,False,16,1,92,0.2,2,81,0.05,18,0,1,False,0,0.5625,0.4014556845614054
2838,True,18,3,92,0.2,2,81,0.05,18,0,1,False,0,0.8222222222222224,0.2365326878431407
2839,False,33,1,41,0.75,-3,30,0.25,29,0,1,True,0,0.5030303030303029,0.3678356022777435
2840,False,33,1,15,0.9,13,66,0.4,-8,0,1,False,0,0.4606060606060606,0.3445462540967776
2840,True,18,4,15,0.9,13,66,0.4,-8,0,1,False,0,0.3111111111111111,0.3953983678279992
2841,True,15,4,31,0.75,23,64,0.05,33,0,1,False,0,0.9200000000000002,0.12649110640673514
2842,True,16,2,22,1.0,22,49,0.01,17,0,1,False,0,0.3875,0.3685557397915997
2843,False,16,1,28,1.0,28,29,0.05,28,1,6,False,0,0.575,0.4312771730569565
2843,True,18,2,28,1.0,28,29,0.05,28,1,6,False,0,0.4666666666666668,0.42840332837725
2844,False,16,1,42,0.6,-28,14,1.0,14,2,6,False,0,0.725,0.3492849839314596
2844,True,15,3,42,0.6,-28,14,1.0,14,2,6,False,0,0.8400000000000001,0.20283702113484395
2845,False,16,1,17,1.0,17,103,0.25,-14,2,6,False,0,0.3375,0.3630886025935451
2845,True,17,4,17,1.0,17,103,0.25,-14,2,6,False,0,0.15294117647058825,0.30437979371753543
2846,False,16,1,42,0.4,17,25,0.75,24,1,4,False,0,0.35000000000000003,0.34641016151377546
2846,True,17,4,42,0.4,17,25,0.75,24,1,4,False,0,0.4470588235294117,0.30437979371753543
2847,False,33,1,7,1.0,7,41,0.5,-3,0,1,False,0,0.5454545454545454,0.4039576935544342
2847,True,17,2,7,1.0,7,41,0.5,-3,0,1,False,0,0.5529411764705883,0.3907007279536723
2848,False,16,1,11,0.5,7,64,0.4,-25,1,6,False,0,0.2125,0.2872281323269014
2848,True,16,2,11,0.5,7,64,0.4,-25,1,6,False,0,0.4625,0.4047633053197057
2849,False,16,1,28,0.5,-32,-1,0.1,-6,0,1,True,0,0.3750000000000001,0.3568379650952703
2849,True,15,5,28,0.5,-32,-1,0.1,-6,0,1,True,0,0.2533333333333333,0.31592645316516915
2850,False,16,1,0,1.0,0,73,0.05,-1,0,1,False,0,0.6874999999999999,0.34229616805723473
2850,True,18,3,0,1.0,0,73,0.05,-1,0,1,False,0,0.4,0.44457514418096905
2851,True,15,2,45,0.2,25,25,0.25,22,2,6,False,0,0.13333333333333333,0.17994708216848748
2852,True,32,3,33,0.8,9,74,0.05,21,3,4,False,0,0.54375,0.4007553352229729
2853,False,16,1,2,1.0,2,47,0.2,-4,0,1,False,0,0.4000000000000001,0.3502380143083653
2853,True,15,3,2,1.0,2,47,0.2,-4,0,1,False,0,0.3200000000000001,0.3839642840533106
2854,True,20,2,-6,0.8,-11,103,0.2,-33,2,7,False,0,0.6600000000000001,0.3315037508718495
2855,False,16,1,-6,0.75,-6,83,0.2,-31,0,1,False,0,0.55,0.4098780306383839
2855,True,15,5,-6,0.75,-6,83,0.2,-31,0,1,False,0,0.5333333333333334,0.3177300441449957
2856,False,16,1,5,1.0,5,52,0.05,-3,1,4,False,0,0.3625,0.36674241641784494
2856,True,15,4,5,1.0,5,52,0.05,-3,1,4,False,0,0.36000000000000004,0.3641035959331198
2857,True,19,3,-2,1.0,-2,111,0.01,-7,0,1,True,0,0.7684210526315791,0.3000974500594161
2858,True,17,5,30,1.0,30,84,0.4,4,0,1,False,0,0.4705882352941176,0.3531372004659679
2859,True,16,5,24,1.0,24,37,0.8,7,1,8,False,0,0.7125,0.3180670788790734
2860,True,15,5,14,0.6,-21,35,0.5,-29,2,4,False,0,0.5966666666666668,0.34458394512527024
2861,True,15,5,28,0.25,-4,2,0.01,-4,2,4,False,0,0.14666666666666664,0.1922300209446509
2862,True,17,3,28,1.0,28,37,0.01,32,2,5,False,0,0.8352941176470589,0.2849148479602902
2863,True,16,5,45,0.1,17,20,1.0,20,0,1,False,0,0.425,0.37859388972001823
2864,True,15,2,-2,1.0,-2,-2,0.95,-4,1,2,False,0,0.4933333333333333,0.376955220278534
2865,True,17,2,0,0.2,-10,4,0.01,-13,0,1,False,0,0.2588235294117647,0.32988411512494004
2866,False,16,1,-1,0.75,-5,36,0.01,-4,3,5,False,-1,0.55,0.3386246693120078
2866,True,16,2,-1,0.75,-5,36,0.01,-4,3,5,False,-1,0.65,0.3687817782917155
2867,True,15,4,12,1.0,12,20,0.8,-30,1,2,False,0,0.5599999999999999,0.304255531702266
2868,True,15,3,14,1.0,14,15,0.99,-4,2,3,False,0,0.5199999999999999,0.360951124510943
2869,True,15,3,10,1.0,10,53,0.2,0,1,6,False,0,0.7066666666666667,0.31045281828476345
2870,True,15,4,27,0.5,5,18,0.01,14,0,1,False,0,0.5753846153846155,0.35928923918821964
2871,True,15,5,9,0.8,9,13,0.4,-8,3,3,False,0,0.21333333333333326,0.2559761893688738
2872,True,18,3,2,1.0,2,45,0.5,-43,2,7,False,0,0.5444444444444445,0.36173149324134657
2873,True,19,2,13,1.0,13,71,0.25,-5,0,1,False,0,0.4315789473684211,0.3606362149481993
2874,False,16,1,-9,1.0,-9,-4,0.6,-5,1,4,False,0,0.8625,0.2604483314082341
2874,True,16,5,-9,1.0,-9,-4,0.6,-5,1,4,False,0,0.9125,0.16278820596099705
2875,True,17,3,52,0.25,0,13,1.0,13,1,8,False,0,0.388235294117647,0.3772968873135195
2876,False,16,1,17,1.0,17,24,0.8,-20,0,1,True,0,0.13749999999999998,0.2895398648430529
2876,True,16,2,17,1.0,17,24,0.8,-20,0,1,True,0,0.375,0.4123105625617661
2877,False,16,1,33,0.05,-7,31,0.05,-2,2,5,False,0,0.7749999999999999,0.29097537123726924
2878,True,15,2,4,0.25,0,23,0.6,-10,2,4,True,0,0.7466666666666666,0.192230020944651
2879,True,15,2,61,0.25,-10,4,0.05,4,1,6,False,0,0.7066666666666667,0.21201976547572388
2880,False,15,1,2,1.0,2,94,0.25,-23,2,3,False,0,0.32,0.360951124510943
2880,True,16,2,2,1.0,2,94,0.25,-23,2,3,False,0,0.6875,0.3792536530256938
2881,False,15,1,112,0.2,-3,50,0.5,-7,3,6,False,0,0.6133333333333333,0.3159264531651691
2881,True,16,3,112,0.2,-3,50,0.5,-7,3,6,False,0,0.6625,0.3480900266693469
2882,False,16,1,67,0.1,-3,14,0.9,6,0,1,True,1,0.8125000000000001,0.33837848631377265
2883,True,19,4,114,0.2,8,50,0.75,-19,0,1,False,0,0.4631578947368421,0.3467476288724337
2884,False,15,1,-9,1.0,-9,5,0.01,-10,0,1,True,0,0.8399999999999999,0.202837021134844
2885,True,16,2,-5,1.0,-5,65,0.05,-9,2,6,False,0,0.5499999999999999,0.3898717737923586
2886,True,19,5,42,0.6,-18,67,0.4,-7,0,1,False,0,0.6947368421052631,0.32227263166891323
2887,True,19,2,30,0.25,-14,-3,0.95,-29,1,4,False,0,0.2421052631578947,0.3167820657691696
2888,True,15,5,28,0.95,6,45,0.5,-1,1,8,False,0,0.38666666666666666,0.341983012666391
2889,True,15,5,-6,0.25,-6,26,0.5,-47,0,1,False,0,0.5066666666666666,0.3918211448145818
2890,True,16,2,19,0.4,7,12,0.9,7,0,1,False,0,0.3625,0.3442382895611701
2891,True,15,5,25,1.0,25,41,0.25,21,2,7,False,0,0.5066666666666667,0.4131182235954578
2892,True,16,4,-1,1.0,-1,9,0.9,-13,2,8,False,0,0.9375,0.12041594578792295
2893,True,15,3,79,0.05,23,56,0.2,27,0,1,False,1,0.4800000000000001,0.3687817782917155
2894,True,17,3,52,0.25,-16,32,0.4,-13,0,1,True,0,0.6352941176470588,0.3888141851684879
2895,True,15,5,48,0.4,11,28,0.25,21,1,2,False,0,0.5866666666666667,0.31592645316516915
2896,True,17,4,1,1.0,1,14,0.8,-19,3,6,False,0,0.7411764705882352,0.29803276566808
2897,True,15,2,46,0.5,6,81,0.1,19,0,1,False,0,0.4666666666666667,0.27945525240230873
2898,True,15,4,35,0.5,-1,39,0.8,-9,1,4,False,0,0.6399999999999999,0.3135055251278904
2899,True,17,5,14,1.0,14,97,0.1,0,0,1,False,0,0.3176470588235294,0.3539690913724796
2900,True,15,5,13,0.99,-14,16,0.8,14,3,3,False,0,0.8500000000000001,0.17828548534783836
2901,True,15,5,29,1.0,29,41,0.95,23,0,1,False,0,0.9066666666666668,0.1486446705914413
2902,True,15,5,-8,0.99,-12,-8,1.0,-8,0,1,False,0,0.64,0.3718678720805473
2903,True,18,4,59,0.2,-11,2,0.75,-2,0,1,False,0,0.5888888888888889,0.31787694416863105
2904,True,15,4,28,0.01,-3,19,0.01,-5,3,4,True,0,0.6,0.29277002188456
2905,True,15,3,43,0.2,20,30,0.8,14,0,1,False,0,0.5733333333333335,0.3283436063174123
2906,True,18,2,10,1.0,10,14,0.9,-40,1,4,False,0,0.5444444444444445,0.3681787005729087
2907,True,15,3,92,0.2,-8,47,0.01,5,0,1,False,-1,0.6,0.3703280399090206
2908,True,15,5,31,0.5,-45,33,0.25,-36,1,6,False,0,0.4799999999999999,0.3098386676965933
2909,False,15,1,21,0.4,21,22,0.95,6,0,1,False,0,0.22666666666666666,0.3844600418893019
2909,True,15,3,21,0.4,21,22,0.95,6,0,1,False,0,0.5066666666666666,0.4267261863247182
2910,True,15,3,5,0.4,-17,-6,0.9,-38,0,1,False,0,0.2933333333333333,0.27115274205474954
2911,True,15,2,94,0.1,4,65,0.25,4,0,1,False,0,0.6266666666666667,0.2604026186687142
2912,False,15,1,-10,1.0,-10,31,0.5,-46,0,1,True,0,0.68,0.3363671463488329
2912,True,16,4,-10,1.0,-10,31,0.5,-46,0,1,True,0,0.675,0.3
2913,False,16,1,69,0.2,10,31,0.8,4,1,8,False,0,0.4777777777777778,0.3637934565276644
2914,True,17,4,24,0.4,-3,16,0.99,11,0,1,False,0,0.7764705882352941,0.2818009309883172
2915,True,15,3,48,0.2,-21,-5,0.95,-15,0,1,False,0,0.4533333333333334,0.34198301266639103
2916,True,16,5,30,1.0,30,47,0.1,34,1,8,False,0,0.8,0.3346640106136303
2917,True,32,5,20,1.0,20,26,0.5,8,1,8,True,0,0.58125,0.3710816795575144
2918,True,16,2,7,1.0,7,29,0.05,5,3,3,False,0,0.6125,0.4287578959428424
2919,True,15,2,52,0.1,5,47,0.5,-34,1,4,False,0,0.38666666666666666,0.3502380143083653
2920,True,15,2,17,0.4,17,22,0.01,19,0,1,False,0,0.7733333333333333,0.384460041889302
2921,True,15,5,57,0.01,18,81,0.25,1,2,5,False,0,0.5466666666666667,0.3335237551331168
2922,True,16,2,10,1.0,10,17,0.25,1,3,4,False,0,0.3625,0.3810074364978546
2923,True,32,5,30,1.0,30,50,0.5,23,0,1,False,0,0.6000000000000001,0.3627849269550851
2924,False,15,1,73,0.4,-10,32,0.9,-23,0,1,False,0,0.52,0.4262795863213318
2925,True,17,4,27,1.0,27,118,0.4,-13,3,3,False,0,0.4352941176470588,0.3757345746510897
2926,True,17,3,39,0.4,-23,17,0.6,-31,0,1,True,0,0.4882352941176471,0.3672232851773844
2927,True,17,5,2,1.0,2,14,0.4,-12,2,5,False,0,0.4588235294117647,0.4287464628562721
2928,True,19,3,-1,1.0,-1,24,0.2,0,0,1,False,0,0.9684210526315788,0.07492686492653555
2929,True,17,3,21,0.95,1,26,0.25,3,0,1,True,0,0.3647058823529412,0.34810410883561155
2930,True,17,3,17,1.0,17,16,0.75,14,0,1,False,0,0.1176470588235294,0.2651303785820456
2931,True,18,3,41,0.05,14,39,0.25,12,1,4,False,0,0.4555555555555556,0.3484794233476807
2932,False,15,1,48,0.5,-24,10,0.8,3,3,2,False,0,0.6266666666666666,0.4463609472591607
2932,True,16,4,48,0.5,-24,10,0.8,3,3,2,False,0,0.4,0.3502380143083653
2933,True,16,3,9,1.0,9,25,0.1,20,0,1,False,0,0.85,0.2683281572999748
2934,False,15,1,19,1.0,19,27,0.6,12,0,1,False,0,0.6933333333333335,0.3844600418893019
2934,True,16,4,19,1.0,19,27,0.6,12,0,1,False,0,0.5874999999999999,0.2872281323269015
2935,False,15,1,20,0.75,-29,68,0.5,-41,0,1,False,0,0.5733333333333334,0.4333699618219101
2935,True,32,5,20,0.75,-29,68,0.5,-41,0,1,False,0,0.53125,0.32372578997783635
2936,False,16,1,19,1.0,19,26,0.95,19,0,1,False,0,0.8375,0.2753785273643051
2937,False,16,1,89,0.25,-11,24,0.01,15,3,6,False,-1,0.575,0.3568379650952703
2938,True,18,3,24,1.0,24,71,0.5,-37,1,8,False,0,0.5111111111111111,0.38331201986784
2939,True,18,3,-6,1.0,-6,-9,0.9,-23,0,1,False,0,0.1,0.2300894966542112
2940,False,16,1,18,0.2,0,9,0.4,-12,1,4,False,-1,0.3375,0.34809002666934696
2941,False,15,1,98,0.1,-8,9,0.5,4,1,8,False,0,0.8133333333333332,0.28751811537130434
2941,True,15,3,98,0.1,-8,9,0.5,4,1,8,False,0,0.8133333333333332,0.3502380143083653
2942,False,15,1,2,0.9,-24,-1,1.0,-1,0,1,False,0,0.5333333333333333,0.3754362541795623
2942,True,16,4,2,0.9,-24,-1,1.0,-1,0,1,False,0,0.2,0.35777087639996635
2943,True,20,3,6,1.0,6,46,0.5,-35,1,2,False,0,0.6100000000000001,0.3972272318009058
2944,True,17,5,18,1.0,18,99,0.05,18,1,2,False,0,0.8588235294117647,0.29803276566808
2945,True,16,3,19,0.01,8,11,0.9,-1,0,1,False,0,0.475,0.3991657967979387
2946,False,15,1,26,0.8,-5,30,0.75,2,0,1,False,0,0.7266666666666666,0.3634490859738653
2946,True,16,2,26,0.8,-5,30,0.75,2,0,1,False,0,0.8124999999999999,0.3461695153148719
2947,False,16,1,15,1.0,15,40,0.25,2,1,6,False,0,0.3625,0.4080441152620633
2947,True,15,3,15,1.0,15,40,0.25,2,1,6,False,0,0.52,0.4394802124588286
2948,True,16,5,-5,1.0,-5,15,0.2,-5,2,4,False,0,0.8875000000000001,0.17841898254763516
2949,False,15,1,23,0.2,2,96,0.05,1,2,7,False,0,0.6266666666666667,0.384460041889302
2949,True,15,5,23,0.2,2,96,0.05,1,2,7,False,0,0.56,0.4548155041960893
2950,True,16,2,2,1.0,2,33,0.1,-14,1,8,False,0,0.425,0.3785938897200183
2951,True,17,4,72,0.01,-3,114,0.25,-39,0,1,False,0,0.5058823529411766,0.36822307816609984
2952,False,15,1,-6,1.0,-6,21,0.6,-44,3,4,False,0,0.7200000000000001,0.3363671463488329
2952,True,16,3,-6,1.0,-6,21,0.6,-44,3,4,False,0,0.725,0.33366650016645866
2953,False,15,1,22,1.0,22,17,0.9,15,0,1,False,0,0.11999999999999998,0.2484236013632475
2953,True,15,5,22,1.0,22,17,0.9,15,0,1,False,0,0.11999999999999998,0.2908116719999879
2954,True,19,2,4,1.0,4,4,1.0,4,3,2,False,0,0.5473684210526317,0.4046513191112561
2955,True,19,3,23,1.0,23,86,0.05,16,2,6,False,0,0.6000000000000001,0.41096093353126506
2956,True,16,5,7,1.0,7,10,0.99,-13,0,1,True,0,0.23750000000000004,0.311715682420161
2957,False,16,1,18,0.4,-10,12,0.9,-40,2,6,False,0,0.575,0.3924283374069717
2957,True,31,5,18,0.4,-10,12,0.9,-40,2,6,False,0,0.5612903225806452,0.37029485490604985
2958,True,19,3,21,0.9,14,45,0.25,13,3,6,True,0,0.5578947368421052,0.4298782637415236
2959,False,17,1,27,1.0,27,56,0.4,2,3,5,False,0,0.28235294117647064,0.31669246540936025
2959,True,15,2,27,1.0,27,56,0.4,2,3,5,False,0,0.3866666666666667,0.3739111175259754
2960,True,16,2,2,1.0,2,50,0.2,-5,1,2,False,0,0.3250000000000001,0.3415650255319866
2961,False,17,1,-3,1.0,-3,0,0.99,-11,2,3,False,0,0.6705882352941177,0.3670229997601529
2961,True,15,5,-3,1.0,-3,0,0.99,-11,2,3,False,0,0.7466666666666666,0.3583028779970269
2962,False,17,1,-2,1.0,-2,-3,0.5,-10,0,1,False,0,0.1176470588235294,0.20073394742060646
2962,True,15,5,-2,1.0,-2,-3,0.5,-10,0,1,False,0,0.16,0.2947153590452029
2963,True,16,5,22,1.0,22,39,0.01,22,0,1,False,0,0.8625,0.2895398648430529
2964,False,15,1,7,1.0,7,89,0.1,-6,2,3,False,0,0.48,0.3839642840533107
2964,True,15,3,7,1.0,7,89,0.1,-6,2,3,False,0,0.3066666666666667,0.34530869557266475
2965,True,16,2,27,0.5,13,91,0.2,-9,0,1,False,0,0.17500000000000002,0.2816617356570348
2966,False,31,1,-2,1.0,-2,1,0.75,-20,2,8,False,0,0.567741935483871,0.4003224506771123
2966,True,16,2,-2,1.0,-2,1,0.75,-20,2,8,False,0,0.65,0.4226897995772629
2967,True,18,2,11,1.0,11,60,0.05,23,0,1,False,0,0.8666666666666667,0.2275185835978084
2968,False,16,1,69,0.1,-17,22,0.05,-14,1,2,False,0,0.3625,0.4014556845614054
2968,True,15,4,69,0.1,-17,22,0.05,-14,1,2,False,0,0.37333333333333335,0.34530869557266475
2969,False,16,1,29,1.0,29,46,0.1,29,3,2,True,0,0.7875,0.3612478373637689
2969,True,16,3,29,1.0,29,46,0.1,29,3,2,True,0,0.775,0.3415650255319866
2970,False,16,1,-2,1.0,-2,23,0.25,-13,0,1,False,0,0.375,0.3336665001664586
2971,False,16,1,-6,1.0,-6,59,0.4,-46,0,1,False,0,0.5375,0.307408522978788
2971,True,15,3,-6,1.0,-6,59,0.4,-46,0,1,False,0,0.6533333333333334,0.3583028779970269
2972,True,16,5,27,0.99,19,35,0.6,30,1,6,False,0,0.8375,0.2753785273643051
2973,False,16,1,29,1.0,29,34,0.75,1,2,5,False,0,0.2750000000000001,0.3172801075810878
2973,True,15,4,29,1.0,29,34,0.75,1,2,5,False,0,0.8533333333333334,0.2065591117977289
2974,False,16,1,12,1.0,12,21,0.8,9,0,1,False,0,0.7874999999999999,0.3222318006239194
2975,True,16,3,15,1.0,15,35,0.8,-39,1,2,False,0,0.5375,0.3774917217635375
2976,False,16,1,93,0.2,-25,-1,1.0,-1,0,1,False,0,0.6125,0.389657969677682
2977,True,16,2,26,1.0,26,18,0.95,7,0,1,False,0,0.1375,0.18929694486000911
2978,False,16,1,86,0.1,-14,68,0.4,-39,0,1,False,-1,0.6125,0.3827531841800928
2978,True,15,3,86,0.1,-14,68,0.4,-39,0,1,False,-1,0.5600000000000002,0.3397478056273085
2979,True,16,5,19,0.5,-7,6,1.0,6,2,3,False,0,0.625,0.3172801075810878
2980,False,16,1,-5,1.0,-5,71,0.2,-18,0,1,False,0,0.8,0.3425395354310701
2980,True,16,5,-5,1.0,-5,71,0.2,-18,0,1,False,0,0.5625,0.4333974311568232
2981,False,16,1,45,0.5,-25,53,0.6,-49,2,3,False,-1,0.7,0.3183289703016885
2981,True,15,4,45,0.5,-25,53,0.6,-49,2,3,False,-1,0.6933333333333334,0.3614784456460256
2982,False,32,1,26,1.0,26,46,0.4,16,2,2,True,0,0.6124999999999999,0.4093661504830247
